delay
-20
1873
144
32
491
970
8043
14
-40
134
23
47
-21
506
509
486
361
984
825
1152
480
131
-101
478
213
1069
394
766
-3813
805
322
405
321
-8437
801
675
716
154
-1298
-86
391
457
286
-112
589
813
424
272
666
638
-2
2025
-175
-72
312
106
487
1105
636
952
219
413
123
967
757
583
-170
1215
76
678
504
827
231
472
405
288
794
74
751
1039
-1079
1019
1625
502
-37
71
909
-557
-214
488
693
596
21
227
777
500
939
653
902
885
102
244
439
106
933
161
261
-101
65
388
376
506
216
968
1341
1595
912
268
507
757
759
1223
-27
-30
274
1384
187
221
116
-180
33
1286
30
661
1344
156
1017
169
-55
-88
502
1185
483
191
399
124
483
1018
411
-73
32
1373
1271
826
870
-182
818
378
572
920
-85
127
227
461
832
931
894
-46
392
643
680
2194
1394
-221
919
189
409
1353
-155
-17
304
-36
502
385
556
1428
332
1203
277
-8
437
625
41
213
267
277
831
712
53
-164
936
55
63
-260
60
8
69
421
460
602
879
-500
-989
837
303
-662
998
2061
353
532
-629
748
-686
506
1465
6
-93
3168
176
91
7812
648
-82
286
-614
452
-115
43
1180
1534
445
1187
-516
1328
106
-258
1956
545
55
486
93
498
332
2020
155
7
493
161
403
1529
383
1130
1101
-21
-11
-153
775
262
767
1056
268
148
741
63
1351
634
65
56
-44
202
1280
515
-280
73
478
593
434
294
-921
132
1198
-221
489
-132
995
665
-169
857
1429
363
366
383
863
623
-59
292
1364
407
450
1556
563
680
836
-45
129
-223
-1102
1338
822
1887
611
162
38
565
1213
1142
1914
266
-38
355
382
376
685
150
103
288
804
-130
-17
1219
-7
536
867
141
-174
798
236
-150
495
12
356
-69
445
981
377
679
1003
119
-382
1262
93
832
859
236
1497
782
31
701
1
340
2085
258
-71
441
762
22
627
853
535
703
488
947
11
92
99
189
684
154
309
6226
47
565
815
1725
208
-1472
-53
404
-4694
199
1352
-354
506
1
1276
-61
9
112
518
412
1607
113
1951
1379
96
56
-83
491
-3092
73
735
-168
42
-22
436
-492
-5
1426
836
568
16
98
-28
65
511
52
75
341
522
1342
-32
1061
1654
1032
-282
-8
317
1135
842
-125
383
130
196
486
926
-178
256
41
1147
144
560
409
140
107
750
103
-449
1595
102
691
368
14
13
505
261
48
2402
146
-9
1118
1257
14
831
1551
143
717
301
-379
-340
108
641
178
-36
414
546
253
199
1238
1660
209
11
375
154
-101
66
-17
187
549
224
992
215
566
199
1150
-4
-293
724
1303
905
229
1484
564
37
127
-341
12
59
-19
2080
1002
-105
-25
648
454
993
399
336
831
598
-91
351
309
-203
972
432
75
789
784
62
205
1643
163
-96
513
-34
26
929
255
96
520
214
-322
1116
616
51
1130
1368
-1289
2304
1288
-289
279
331
88
-283
519
1907
-66
1877
10
687
74
595
231
-37
66
87
1368
1232
841
867
-234
482
546
-259
300
284
822
-28
1311
266
17
103
-172
101
744
292
269
-10
879
121
389
78
-191
1134
163
60
1218
281
-176
787
859
280
596
526
1576
209
242
850
-211
942
48
753
-38
17
65
73
-50
166
587
-553
1714
1324
421
1463
325
329
967
1805
431
358
927
1414
1410
16
351
752
226
396
-161
832
44
919
273
638
-64
285
233
64
116
89
114
311
620
1005
1243
313
1116
1610
113
-85
-76
257
62
1423
631
310
96
876
348
683
449
268
199
419
403
-128
471
276
307
-1444
972
380
826
463
200
490
342
937
490
558
1099
148
85
106
936
584
39
120
-145
797
312
545
444
174
576
-36
1298
485
84
1780
367
-278
1877
686
254
117
1032
344
990
1749
501
6
-103
-4
1363
186
220
381
219
-217
988
166
7
2112
-557
1037
591
355
143
727
1291
37
821
-267
1024
-69
-165
1415
847
35
371
438
594
455
532
841
611
165
587
671
-151
522
282
8409
1020
247
-27
251
1124
216
531
196
-597
-303
2012
-346
477
595
714
959
597
177
-185
445
181
116
92
667
530
600
1370
1002
933
451
71
115
-55
126
-479
404
567
571
929
1097
111
699
-11
564
-85
1040
824
30
1036
88
864
488
241
-149
279
1029
-51
331
1315
1234
134
407
2852
182
-344
254
124
2356
188
115
1069
1013
798
68
1251
272
-35
258
172
1074
314
136
550
217
-28
352
1092
-596
-84
1246
-499
1014
570
238
877
963
1840
159
260
142
1023
317
-61
12
79
317
-133
977
826
83
290
101
72
516
-564
108
373
434
-184
127
144
774
-53
588
52
97
194
622
1135
-347
1471
356
236
971
-173
783
622
170
792
150
26
-57
183
99
407
117
-85
637
393
105
313
635
121
261
-668
1518
608
573
454
839
-28
692
-97
375
826
1312
-87
730
480
2630
-45
-303
46
699
798
148
-405
301
363
37
319
154
868
-168
418
-3383
34
46
1064
1122
186
181
7
542
165
1367
-374
890
269
412
304
627
47
145
1843
117
907
1053
147
-74
99
998
451
559
3
299
-129
131
-61
9
541
555
415
-320
619
51
613
494
787
408
1960
51
339
895
-461
133
327
882
4
1008
199
174
778
30
307
526
890
112
316
26
85
447
568
394
-143
-201
559
1239
219
786
268
896
-1204
958
47
105
324
-256
320
35
1009
159
33
546
442
949
-379
533
1230
-459
60
-286
267
360
649
684
1319
469
1320
833
898
283
3
1264
303
339
1442
706
876
158
491
816
695
207
302
-40
108
1121
319
352
465
486
139
-112
304
1629
115
41
1923
-47
130
596
-330
472
338
-16
-298
621
1316
207
-672
67
455
389
322
447
675
961
178
210
516
1277
320
333
711
547
915
550
71
697
746
-144
-105
151
39
3127
1450
247
396
387
380
326
111
13
633
807
49
220
473
122
913
-104
1071
57
-104
90
471
708
594
572
1270
592
367
-210
-174
885
-14
-538
776
103
1118
339
-85
530
967
285
685
430
-497
850
961
18
590
479
166
700
124
1073
1515
511
-112
337
208
481
393
51
1315
730
99
476
-261
-224
1786
523
767
46
631
1408
454
1014
374
195
564
408
928
-65
128
162
-155
-42
251
531
1035
430
-114
1178
541
136
862
57
539
738
219
-75
59
182
493
18
1591
232
1375
-18
-154
495
742
-282
391
-47
437
-115
185
-686
-33
88
212
355
536
-101
-11
639
1175
205
2417
-291
1022
711
258
558
991
134
1181
124
629
62
24
43
145
603
-180
56
1958
375
9
413
1178
-121
839
744
170
616
282
911
151
-202
620
951
31
431
981
60
913
853
193
-52
1106
323
-308
63
394
1143
612
187
41
513
496
163
83
554
837
31
574
490
36
134
1405
1010
2492
664
286
31
553
669
1219
375
38
-7
319
66
741
1343
279
-92
483
891
835
777
288
-19
775
147
1024
1500
421
-37
3103
844
56
105
522
147
230
164
124
289
16
525
596
76
126
1012
97
665
1128
95
891
-758
-38
13
98
-269
528
435
488
678
89
1767
201
803
1043
1843
176
158
1563
1786
139
155
-68
866
20
-119
406
345
1247
-342
425
1537
131
392
392
112
1611
787
124
744
173
954
401
177
870
18
370
835
454
-22
-188
688
292
1872
103
198
233
56
-6
176
687
1279
61
847
454
536
675
-3
165
508
65
478
2238
235
330
617
892
105
456
535
365
-109
-15
225
63
864
309
877
800
-318
814
842
963
1566
465
115
1212
214
469
1653
1095
2098
151
6
533
-63
-192
-50
725
322
591
-349
1995
539
-152
1343
331
724
-20
762
672
365
483
488
117
324
17
117
888
106
13
650
-20
122
596
2103
1618
291
702
30
425
196
375
385
199
199
376
866
518
780
370
1232
243
462
446
689
71
-79
1179
81
91
105
698
503
-10
1119
-357
637
444
-293
-7
690
39
-37
-27
11
243
979
312
252
381
1995
158
1214
-123
196
2359
681
173
-267
74
43
936
227
650
181
1022
82
16
124
143
-253
-207
109
-149
71
205
556
-43
1071
451
1233
55
788
2031
751
848
657
1206
877
1035
376
589
-232
238
453
164
84
458
231
-743
64
-387
-36
-300
799
78
250
116
-337
-1563
2
980
709
624
67
1488
1385
-77
26
293
1193
203
672
438
276
168
167
-2
813
144
563
-602
1378
126
138
461
7169
1057
72
-151
418
-543
109
1111
542
144
553
310
202
1205
1104
743
636
-127
613
-14
86
157
97
184
104
488
405
359
156
662
1081
242
141
-97
746
-373
704
412
226
157
36
1137
156
375
909
362
630
710
-5
-244
36
2805
556
-127
-184
105
14
456
668
33
846
593
429
911
195
46
119
872
385
29
-1576
451
223
122
202
59
-24
692
119
637
1424
-7085
68
80
-51
460
307
156
101
1025
631
1377
796
28
-139
140
-131
198
-81
423
-15030
966
586
2004
934
194
235
1590
974
153
1465
1961
760
1516
70
-160
-4
308
86
331
-122
40
90
324
675
190
270
-5851
1088
147
1022
-47
35
915
-13821
395
156
-104
201
537
-65
1038
-24
1126
-469
146
-752
301
913
677
31
-665
9
4469
24
73
120
210
112
325
-41
-843
305
-223
197
495
-59
785
329
834
478
1055
974
663
1185
154
1395
525
359
231
626
-248
236
-327
445
-383
85
527
409
125
1271
738
6
63
540
868
15
1123
956
951
-111
1165
-104
-144
656
37
-87
1010
-16
383
370
209
224
1734
66
-172
-42
121
435
424
306
857
86
-409
2017
624
116
1322
1242
707
267
-83
-26
251
922
-37
640
149
331
635
116
42
-38
-198
364
42
403
357
855
404
844
300
579
234
678
447
443
159
-82
-39
1647
206
26
355
22
79
1445
-95
1450
-229
24
-26
1388
549
896
1739
872
264
1056
197
-50
353
316
413
290
-58
679
1193
-26
-834
353
422
236
972
37
483
252
645
348
616
1995
708
597
1125
681
288
26
304
-289
668
587
-64
457
1236
742
-383
604
1077
478
561
48
316
657
84
1668
1451
145
668
456
358
962
186
165
43
714
959
539
471
-6
100
377
-531
368
27
66
-419
860
2
681
310
696
1212
-219
1068
930
745
165
723
3185
233
798
732
1180
-191
127
472
771
1132
127
-391
579
713
454
969
1460
708
911
271
50
272
696
215
297
-55
-354
284
144
387
-6
353
1204
-352
380
-329
5
873
14
244
801
524
435
-88
119
-135
-26
121
99
459
785
14
59
437
436
343
1180
324
451
347
-579
656
158
195
487
836
1083
180
-297
693
269
1043
381
